ID,vreme,domaci,gosti,2,2-1X,1X-1X
Betole6,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.2,10.0,1.77
Mozzart3,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,1.95,1.0,1.94
Oktagon4,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.2,1.0,1.0
Superbet3,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,1.92,1.0,1.0
Pinbet10,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.25,1.0,1.0
Soccer10,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,1.95,8.8,1.95
Merkur5,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.18,1.0,1.77
Topbet9,2025-07-17 18:00:00,Orlando Pirates FC,UD Las Palmas,1.95,11.5,2.15
