ID,vreme,domaci,gosti,GG3+,ne GG3+
Soccer105,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.32,1.0
Balkan126,2025-07-12 05:00:00,South Hobart FC,Riverside Olympic FC,1.5,1.0
Betole134,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.35,2.3
Volcano724,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.33,1.0
Oktagon135,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.34,1.0
Superbet126,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.3,3.2
Mystake539,2025-07-12 05:00:00,South Hobart,Riverside Olympic ,1.0,1.0
Mozzart96,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.0,1.0
