ID,vreme,domaci,gosti,D II 0-1,D II 2+
Mystake61,2025-06-27 18:00:00,BK Astrio,Qviding FIF,1.0,1.0
Superbet136,2025-06-27 18:00:00,BK Astrio,Qviding FIF,1.0,1.0
Mozzart109,2025-06-27 18:00:00,Astrio,Qviding,1.36,2.65
Topbet87,2025-06-27 18:00:00,BK Astrio,Qviding FIF,1.65,2.1
Betole88,2025-06-27 18:00:00,BK Astrio,Qviding,1.47,2.35
Oktagon89,2025-06-27 18:00:00,BK Astrio,Qviding,1.47,2.32
