ID,vreme,domaci,gosti,D II 0-1,D II 2+
Superbet5,2025-07-13 14:00:00,Iran (W),Butan (W),1.0,1.0
Soccer0,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,2.95,1.33
Oktagon0,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.91,1.75
Betole1,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.0,1.0
Mystake62,2025-07-13 14:00:00,Iran W.,Bhutan W.,1.0,1.0
