ID,vreme,domaci,gosti,II 0-2,II 3+
Topbet42,2025-07-11 19:00:00,Coleraine,Institute,1.48,2.55
Betole53,2025-07-11 19:00:00,Coleraine,Institute,1.43,2.55
Volcano107,2025-07-11 19:00:00,Coleraine,Institute,1.0,1.0
Pinbet53,2025-07-11 19:00:00,Coleraine,Institute,1.0,1.0
Soccer46,2025-07-11 19:00:00,Coleraine,Institute,1.52,2.37
Oktagon48,2025-07-11 19:00:00,Coleraine,Institute,1.44,2.55
Mozzart41,2025-07-11 19:00:00,Coleraine,Institute,1.25,3.2
