ID,vreme,domaci,gosti,II 0-2,II 3+
Topbet157,2025-07-12 12:00:00,Rosenborg BK 2,Volda,1.9,1.8
Volcano553,2025-07-12 12:00:00,Rosenborg 2,Volda,1.0,1.0
Oktagon227,2025-07-12 12:00:00,Rosenborg 2,Volda TI,1.41,2.5
Betole222,2025-07-12 12:00:00,Rosenborg 2,Volda TI,1.0,1.0
