ID,vreme,domaci,gosti,D I 0-1,D I 2+
Soccer70,2025-07-09 19:30:00,Flint,Buckley,1.0,11.0
Oktagon74,2025-07-09 19:30:00,Flint,Buckley,1.25,3.45
Volcano56,2025-07-09 19:30:00,Flint,Buckley T.,1.0,1.0
Betole72,2025-07-09 19:30:00,Flint,Buckley,1.25,3.45
