ID,vreme,domaci,gosti,GG3+,ne GG3+
Superbet0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera,1.62,2.17
Topbet0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera FC,1.6,1.0
Balkan0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera FC,1.5,1.0
Soccer0,2025-06-26 15:00:00,Estudiantes Merida,Frontera,1.9,1.0
Mozzart0,2025-06-26 15:00:00,Estudiantes De Merida,Frontera,1.8,1.72
Mystake647,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera,1.0,1.0
