ID,vreme,domaci,gosti,GG3+,ne GG3+
Balkan44,2025-07-06 14:00:00,Leevon Ppk,AFA Olaine,2.5,1.0
Topbet35,2025-07-06 14:00:00,Leevon Ppk,AFA Olaine,2.25,1.0
Mystake502,2025-07-06 14:00:00,Leevon Ppk,Afa Olaine,1.0,1.0
Superbet45,2025-07-06 14:00:00,Leevon Ppk,AFA Olaine,2.07,1.67
Volcano22,2025-07-06 14:00:00,Leevon Ppk,AFA Olaine,2.38,1.0
