ID,vreme,domaci,gosti,II 0-1,II 2+
Betole119,2025-07-13 19:00:00,Azuriz FC,Joinville,1.23,3.6
Volcano111,2025-07-13 19:00:00,Azuriz FC PR,Joinville,1.0,1.0
Superbet121,2025-07-13 19:00:00,Azuriz,Joinville,1.0,1.0
Balkan121,2025-07-13 19:00:00,Azuriz FC PR,Joinville EC SC,1.31,2.9
Soccer98,2025-07-13 19:00:00,Azuriz,Joinville,1.27,3.4
Planetwin43,2025-07-13 19:00:00,Azuriz,Joinville,1.15,4.49
Mystake166,2025-07-13 19:00:00,Azuniz,Joinville EC  ,1.0,1.0
Mozzart79,2025-07-13 19:00:00,Azuriz,Joinville ,1.0,2.7
Oktagon120,2025-07-13 19:00:00,Azuriz FC,Joinville,1.23,3.6
