ID,vreme,domaci,gosti,G II 0-1,G II 2+
Oktagon60,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,17.75
Betole60,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,18.0
Superbet78,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,1.0
Soccer52,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,16.3
Mozzart45,2025-06-25 20:00:00,Titanes FC,Yaracuyanos,1.06,7.5
