ID,vreme,domaci,gosti,II 0-2,II 3+
Superbet5,2025-07-13 14:00:00,Iran (W),Butan (W),1.0,1.0
Soccer0,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.95,1.75
Betole1,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.0,1.0
Oktagon0,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.49,2.38
Mystake62,2025-07-13 14:00:00,Iran W.,Bhutan W.,1.0,1.0
