ID,vreme,domaci,gosti,2,2-1X,1X-1X
Oktagon1,2025-06-26 12:00:00,Song Lam Nghe An,Binh Duong,3.2,1.0,1.0
Topbet0,2025-06-26 12:00:00,Song Lam Nghe An,B. Binh Duong,2.6,11.0,1.62
Betole2,2025-06-26 12:00:00,Song Lam Nghe An,Binh Duong,3.2,9.75,1.43
Soccer1,2025-06-26 12:00:00,Song Lam Nghe An,Binh Duong,3.6,8.4,1.4
Balkan1,2025-06-26 12:00:00,Song Lam Nghe An,B. Binh Duong,3.65,1.0,1.0
Mozzart0,2025-06-26 12:00:00,Song Lam,Binh Duong,2.75,1.0,1.57
Mystake656,2025-06-26 12:00:00,Song Lam Nghe An,Binh Duong,2.6,1.0,1.0
