ID,vreme,domaci,gosti,1,1-X2,X2-X2
Oktagon1,2025-06-26 12:00:00,Song Lam Nghe An,Binh Duong,2.88,1.0,1.0
Topbet0,2025-06-26 12:00:00,Song Lam Nghe An,B. Binh Duong,2.6,11.5,1.65
Betole2,2025-06-26 12:00:00,Song Lam Nghe An,Binh Duong,2.88,10.0,1.5
Soccer1,2025-06-26 12:00:00,Song Lam Nghe An,Binh Duong,2.1,9.3,1.8
Balkan1,2025-06-26 12:00:00,Song Lam Nghe An,B. Binh Duong,2.3,1.0,1.0
Mozzart0,2025-06-26 12:00:00,Song Lam,Binh Duong,2.55,1.0,1.62
Mystake656,2025-06-26 12:00:00,Song Lam Nghe An,Binh Duong,2.5,1.0,1.0
