ID,vreme,domaci,gosti,II 0-1,II 2+
Mozzart46,2025-07-18 16:00:00,Astana,Turan,1.9,1.8
Betole66,2025-07-18 16:00:00,FC Astana,Turan,2.27,1.55
Planetwin20,2025-07-18 16:00:00,Astana,Turan,2.06,1.67
Pinbet52,2025-07-18 16:00:00,FC Astana,Turan,1.0,1.0
Soccer55,2025-07-18 16:00:00,FC Astana,Turan,2.05,1.68
Superbet69,2025-07-18 16:00:00,Astana,FC Turan,1.0,1.0
Merkur65,2025-07-18 16:00:00,Astana,Turan,2.27,1.55
