ID,vreme,domaci,gosti,1,X,2
Betole82,2025-07-13 20:00:00,SC Penedense,ASA,5.6,3.25,1.61
Soccer74,2025-07-13 20:00:00,Penedense,ASA,7.3,3.65,1.43
Superbet85,2025-07-13 20:00:00,Penedense,ASA AL,7.8,4.15,1.37
Mozzart61,2025-07-13 20:00:00,Penedense,ASA ,9.0,3.9,1.4
Oktagon82,2025-07-13 20:00:00,SC Penedense,ASA,5.6,3.25,1.61
Planetwin30,2025-07-13 20:00:00,Penedense,ASA,5.3,3.51,1.57
Pinbet81,2025-07-13 20:00:00,SC Penedense,ASA,5.9,3.3,1.62
