ID,vreme,domaci,gosti,II 0-1,II 2+
Superbet0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera,1.0,1.0
Topbet0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera FC,2.4,1.5
Balkan0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera FC,2.35,1.5
Soccer0,2025-06-26 15:00:00,Estudiantes Merida,Frontera,2.05,1.68
Mozzart0,2025-06-26 15:00:00,Estudiantes De Merida,Frontera,1.96,1.75
Mystake647,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera,1.0,1.0
