ID,vreme,domaci,gosti,II 0-2,II 3+
Mystake62,2025-07-13 14:00:00,Iran W.,Bhutan W.,1.0,1.0
Soccer21,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.95,1.75
Superbet28,2025-07-13 14:00:00,Iran (W),Butan (W),1.0,1.0
Betole22,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.0,1.0
Oktagon33,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.59,2.15
