ID,vreme,domaci,gosti,GG3+,ne GG3+
Balkan63,2025-07-12 05:00:00,South Hobart FC,Riverside Olympic FC,1.5,1.0
Oktagon140,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.31,1.0
Volcano626,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.3,1.0
Superbet133,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.29,3.25
Betole141,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.32,2.4
Soccer67,2025-07-12 05:00:00,South Hobart,Riverside Olympic,1.32,1.0
