ID,vreme,domaci,gosti,D II 0-1,D II 2+
Betole9,2025-06-25 18:30:00,Kriens,Baden,1.6,2.15
Oktagon11,2025-06-25 18:30:00,Kriens,Baden,1.61,2.12
Soccer8,2025-06-25 18:30:00,Kriens,FC Baden,1.95,1.75
Superbet14,2025-06-25 18:30:00,Kriens,Baden,1.0,1.0
