ID,vreme,domaci,gosti,G II 0-1,G II 2+
Pinbet90,2025-07-06 13:00:00,Halmstad,AIK,1.0,1.0
Betole103,2025-07-06 13:00:00,Halmstad,AIK,1.2,4.05
Soccer98,2025-07-06 13:00:00,Halmstad,AIK,1.23,3.7
Topbet85,2025-07-06 13:00:00,Halmstads BK,AIK,1.27,3.9
Mystake85,2025-07-06 13:00:00,Halmstads,AIK,1.0,1.0
Oktagon104,2025-07-06 13:00:00,Halmstad,AIK Solna,1.19,4.05
Mozzart80,2025-07-06 13:00:00,Halmstad,AIK,1.15,4.8
Volcano547,2025-07-06 13:00:00,Halmstads BK,AIK,1.0,1.0
Balkan93,2025-07-06 13:00:00,Halmstads BK,AIK,1.19,4.2
