ID,vreme,domaci,gosti,1X,2
Volcano738,2025-07-13 14:00:00,Alta IF 2,Funnefoss/Vormsund,1.52,2.2
Balkan24,2025-07-13 14:00:00,Alta IF 2,Funnefoss/Vormsund,1.21,3.35
Topbet24,2025-07-13 14:00:00,Alta IF 2,Funnefoss/Vormsund,1.4,2.7
Betole14,2025-07-13 14:00:00,Alta 2,Funnefoss/Vormsund,1.32,2.77
Planetwin4,2025-07-13 14:00:00,Alta (2),Funnefoss/Vormsund,1.56,2.22
Oktagon19,2025-07-13 14:00:00,Alta 2,Funnefoss/Vormsund,1.33,2.75
