ID,vreme,domaci,gosti,W1,W2
Pinbet1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,1.0,1.0
Balkan2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,1.9,1.8
Betole1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,2.05,1.63
Superbet2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,1.87,1.74
Oktagon1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,2.08,1.63
Topbet2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,1.84,1.67
Planetwin0,2025-07-13 22:30:00,Dep.Temuco,D. Concepcion,1.63,2.1
