ID,vreme,domaci,gosti,D II 0-1,D II 2+
Mozzart19,2025-07-21 17:30:00,Biel,Langenthal,1.27,3.1
Betole15,2025-07-21 17:30:00,Biel,Langenthal,1.42,2.57
Soccer16,2025-07-21 17:30:00,Biel,Langenthal,1.45,2.48
Pinbet13,2025-07-21 17:30:00,Biel,Langenthal,1.0,1.0
Merkur16,2025-07-21 17:30:00,Biel,Langenthal,1.4,2.62
Topbet16,2025-07-21 17:30:00,Biel,Langenthal,1.48,2.55
Oktagon17,2025-07-21 17:30:00,Biel,Langenthal,1.42,2.55
