ID,vreme,domaci,gosti,2,2-1X,1X-1X
Betole80,2025-07-13 20:00:00,SC Penedense,ASA,1.61,15.0,2.3
Mozzart62,2025-07-13 20:00:00,Penedense,ASA ,1.4,1.0,3.4
Planetwin30,2025-07-13 20:00:00,Penedense,ASA,1.39,1.0,1.0
Superbet86,2025-07-13 20:00:00,Penedense,ASA AL,1.37,1.0,1.0
Soccer75,2025-07-13 20:00:00,Penedense,ASA,1.43,14.8,2.65
Pinbet82,2025-07-13 20:00:00,SC Penedense,ASA,1.62,1.0,1.0
Oktagon80,2025-07-13 20:00:00,SC Penedense,ASA,1.61,1.0,1.0
