ID,vreme,domaci,gosti,1X,2
Volcano816,2025-07-05 16:00:00,CSKA 1948 Sofia,Vojvodina,1.73,1.94
Soccer49,2025-07-05 16:00:00,CSKA 1948 Sofia,Vojvodina,1.4,2.7
Pinbet49,2025-07-05 16:00:00,CSKA 1948 Sofia,Vojvodina,1.41,2.7
Mozzart43,2025-07-05 16:00:00,CSKA 1948,Vojvodina,1.54,2.25
