ID,vreme,domaci,gosti,1X,2
Soccer70,2025-07-09 19:30:00,Flint,Buckley,2.55,1.45
Oktagon74,2025-07-09 19:30:00,Flint,Buckley,1.06,6.95
Volcano56,2025-07-09 19:30:00,Flint,Buckley T.,1.06,7.1
Betole72,2025-07-09 19:30:00,Flint,Buckley,1.06,7.0
