ID,vreme,domaci,gosti,II 0-1,II 2+
Betole47,2025-06-26 23:30:00,Tigre,Banfield,1.25,3.55
Oktagon47,2025-06-26 23:30:00,Tigre,Banfield,1.23,3.5
Soccer45,2025-06-26 23:30:00,Tigre,Banfield,1.29,3.25
Topbet41,2025-06-26 23:30:00,CA Tigre,CA Banfield,1.3,3.4
Mystake471,2025-06-26 23:30:00,CA Tigre,Banfield,1.0,1.0
Mozzart39,2025-06-26 23:30:00,Tigre,Banfield,1.41,2.7
Superbet77,2025-06-26 23:30:00,CA Tigre,CA Banfield,1.0,1.0
Balkan43,2025-06-26 23:30:00,CA Tigre,CA Banfield,1.21,3.5
