ID,vreme,domaci,gosti,D I 0-1,D I 2+
Superbet0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera,1.0,1.0
Topbet0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera FC,1.48,2.5
Balkan0,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera FC,1.0,2.35
Soccer0,2025-06-26 15:00:00,Estudiantes Merida,Frontera,1.3,3.1
Mozzart0,2025-06-26 15:00:00,Estudiantes De Merida,Frontera,1.51,2.4
Mystake647,2025-06-26 15:00:00,Estudiantes de Merida,Real Frontera,1.0,1.0
