ID,vreme,domaci,gosti,GG3+,ne GG3+
Mystake356,2025-07-14 02:00:00, Tucson,Stars ,1.0,1.0
Balkan235,2025-07-14 02:00:00,FC TUCSONde,Stars FC,2.5,1.0
Superbet223,2025-07-14 02:00:00,Tucson,Stars FC,2.32,1.54
Mozzart166,2025-07-14 02:00:00,Tucson,Stars,1.0,1.0
Topbet203,2025-07-14 02:00:00,FC TUCSONde,Stars FC,2.9,1.0
