ID,vreme,domaci,gosti,D II 0-1,D II 2+
Soccer96,2025-06-27 20:15:00,IR Reykjavik,Grindavik,1.47,2.42
Superbet188,2025-06-27 20:15:00,IR Reykjavik,Grindavik,1.0,1.0
Betole139,2025-06-27 20:15:00,IR Reykjavik,Grindavik,1.45,2.5
Topbet107,2025-06-27 20:15:00,IR Reykjavik,UMF Grindavik,1.52,2.4
Mystake128,2025-06-27 20:15:00,Ir Reykjavik,UMF Grindavik,1.0,1.0
Planetwin59,2025-06-27 20:15:00,IR Reykjavik,Grindavik,1.46,2.49
Oktagon139,2025-06-27 20:15:00,IR Reykjavik,Grindavik,1.44,2.5
Balkan113,2025-06-27 20:15:00,IR Reykjavik,UMF Grindavik,1.0,2.45
Mozzart133,2025-06-27 20:15:00,Ir Reykjavik ,Grindavik,1.3,2.95
