ID,vreme,domaci,gosti,GG3+,ne GG3+
Superbet57,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,2.42,1.5
Mystake616,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,1.0,1.0
Balkan33,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,3.15,1.0
Mozzart27,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,2.25,1.0
Topbet26,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,1.0,1.0
Volcano688,2025-06-26 18:30:00,Skála,B36 Torshavn 2,3.0,1.0
