ID,vreme,domaci,gosti,1X,2
Soccer82,2025-07-06 12:00:00,Ganzhou Ruishi,Wenzhou Professional,1.4,2.55
Oktagon90,2025-07-06 12:00:00,Ganzhou Ruishi,Wenzhou Professional,1.31,3.05
Betole90,2025-07-06 12:00:00,Ganzhou Ruishi,Wenzhou Professional,1.31,3.05
Superbet103,2025-07-06 12:00:00,Ganzhou Ruishi FC,Wenzhou Professional FC,1.43,2.52
Planetwin72,2025-07-06 12:00:00,Ganzhou Ruishi,Wenzhou Professional,1.53,2.29
Volcano230,2025-07-06 12:00:00,Ganzhou Ruishi,Wenzhou Professional F.C.,1.46,2.5
