ID,vreme,domaci,gosti,1,1-X2,X2-X2
Oktagon22,2025-07-17 21:30:00,Ind. Juniors,Nueve de Octubre,1.64,1.0,1.0
Soccer24,2025-07-17 21:30:00,Ind. Juniors,Nueve de Octubre,1.63,12.5,2.22
Pinbet20,2025-07-17 21:30:00,Ind. Juniors,Nueve de Octubre,1.77,1.0,1.0
Merkur28,2025-07-17 21:30:00,Ind. Juniors,Nueve de Octubre,1.67,14.0,2.17
Mozzart16,2025-07-17 21:30:00,Independiente Juniors,Nueve de Octubre,1.65,1.0,2.65
Superbet25,2025-07-17 21:30:00,Independiente Juniors,9 De Octubre,1.7,1.0,1.0
Topbet23,2025-07-17 21:30:00,CD Independiente Juniors,9 de Octubre FC,1.68,17.5,2.4
Betole24,2025-07-17 21:30:00,Ind. Juniors,Nueve de Octubre,1.67,14.0,2.2
