ID,vreme,domaci,gosti,II 0-1,II 2+
Topbet137,2025-07-13 20:00:00,Horizonte FC CE,Ferroviario AC CE,1.32,3.1
Balkan165,2025-07-13 20:00:00,Horizonte FC CE,Ferroviario AC CE,1.31,2.9
Oktagon168,2025-07-13 20:00:00,Horizonte,Ferroviario,1.22,3.7
Soccer138,2025-07-13 20:00:00,Horizonte,Ferroviario,1.3,3.2
Volcano710,2025-07-13 20:00:00,Horizonte FC CE,Ferroviario AC CE,1.0,1.0
Superbet157,2025-07-13 20:00:00,Horizonte CE,Ferroviario CE,1.0,1.0
Mystake168,2025-07-13 20:00:00,Horizonte CE,Ferroviario CE,1.0,1.0
Planetwin66,2025-07-13 20:00:00,Horizonte,Ferroviario,1.34,2.9
Betole168,2025-07-13 20:00:00,Horizonte,Ferroviario,1.2,3.95
