ID,vreme,domaci,gosti,1X,2
Mozzart108,2025-06-26 02:00:00,Colorado Springs,San Antonio,1.41,2.7
Betole137,2025-06-26 02:00:00,Colorado Springs,San Antonio,1.55,2.25
Soccer131,2025-06-26 02:00:00,Colorado Springs,San Antonio,1.5,2.37
Mystake324,2025-06-26 02:00:00,Colorado Springs Switchbacks ,San Antonio ,1.49,2.4
Oktagon137,2025-06-26 02:00:00,Colorado Springs,San Antonio,1.55,2.25
Pinbet119,2025-06-26 02:00:00,Colorado Springs,San Antonio,1.61,2.31
Volcano601,2025-06-26 02:00:00,Colorado Springs,San Antonio,1.55,2.25
Topbet130,2025-06-26 02:00:00,Colorado Springs Switchbacks FC,San Antonio FC,1.47,2.5
