ID,vreme,domaci,gosti,G II 0-1,G II 2+
Merkur18,2025-07-15 18:00:00,Malmo FF,Iberia 1999,1.0,14.0
Betole23,2025-07-15 18:00:00,Malmo FF,Iberia 1999,1.0,14.0
Maxbet16,2025-07-15 18:00:00,Malmo,Iberia 1999,1.0,14.0
Topbet20,2025-07-15 18:00:00,Malmo FF,FC Iberia 1999,1.0,19.5
Soccer18,2025-07-15 18:00:00,Malmo FF,Iberia 1999,1.0,17.1
Pinbet17,2025-07-15 18:00:00,Malmo FF,Iberia 1999,1.0,1.0
Superbet22,2025-07-15 18:00:00,Malmo FF,Iberia 1999,1.0,1.0
Mozzart16,2025-07-15 18:00:00,Malmo,Iberia 1999,1.06,7.5
Oktagon23,2025-07-15 18:00:00,Malmo FF,Iberia 1999,1.0,14.0
