ID,vreme,domaci,gosti,GG3+,ne GG3+
Soccer28,2025-07-11 17:00:00,Grosuplje,Shakhtar Donetsk,1.93,1.0
Oktagon15,2025-07-11 17:00:00,Grosuplje,Shakhtar Donetsk,1.94,1.0
Mozzart27,2025-07-11 17:00:00,Brinje Grosuplje,Shakhtar,2.25,1.45
Volcano463,2025-07-11 17:00:00,NK Brinje Grosuplje,Shakhtar Donetsk,1.86,1.0
Pinbet16,2025-07-11 17:00:00,Grosuplje,Shakhtar Donetsk,1.89,1.63
Superbet15,2025-07-11 17:00:00,Brinje Grosuplje,Shakhtar Donetsk,1.85,1.85
Topbet26,2025-07-11 17:00:00,NK Brinje Grosuplje,FC Shakhtar Donetsk,1.9,1.0
Betole20,2025-07-11 17:00:00,Grosuplje,Shakhtar Donetsk,1.88,1.62
Mystake912,2025-07-11 17:00:00,Brinje Grosuplje,Shakhtar Donetsk,1.0,1.0
