ID,vreme,domaci,gosti,1,1-X2,X2-X2
Oktagon12,2025-07-21 17:00:00,Nomme Utd,Tallinna FC Flora II,1.18,1.0,1.0
Topbet11,2025-07-21 17:00:00,FC Nomme United,Tallinna FC Flora U21,1.1,35.0,8.75
