ID,vreme,domaci,gosti,1X,2
Pinbet0,2025-07-13 15:00:00,S. Rzeszow,Rukh Lviv,1.86,1.85
Soccer8,2025-07-13 15:00:00,S. Rzeszow,Rukh Lviv,1.63,2.1
Oktagon1,2025-07-13 15:00:00,S. Rzeszow,Rukh Lviv,1.84,1.81
Betole11,2025-07-13 15:00:00,S. Rzeszow,Rukh Lviv,1.83,1.81
Mozzart1,2025-07-13 15:00:00,Stal Rzeszow,Rukh Lviv,1.46,2.45
Superbet2,2025-07-13 15:00:00,Stal Rzeszow,Rukh Lviv,1.73,1.92
