ID,vreme,domaci,gosti,G II 0-1,G II 2+
Superbet42,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,1.0
Betole35,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,18.0
Soccer31,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,21.0
Oktagon35,2025-06-25 20:00:00,Titanes,Yaracuyanos,1.0,18.0
Mozzart18,2025-06-25 20:00:00,Titanes FC,Yaracuyanos,1.06,7.5
