ID,vreme,domaci,gosti,1&3+,ne1&3+
Merkur64,2025-07-15 19:45:00,Airdrieonians,Bonnyrigg Rose,1.83,1.87
Soccer58,2025-07-15 19:45:00,Airdrieonians,Bonnyrigg Rose,1.73,1.0
Mozzart56,2025-07-15 19:45:00,Airdrie,Bonnyrigg Rose,1.55,2.29
Superbet69,2025-07-15 19:45:00,Airdrieonians,Bonnyrigg Rose,1.0,1.0
Betole73,2025-07-15 19:45:00,Airdrieonians,Bonnyrigg Rose,1.77,1.87
Oktagon75,2025-07-15 19:45:00,Airdrieonians,Bonnyrigg Rose,1.78,1.0
Topbet50,2025-07-15 19:45:00,Airdrieonians FC,Bonnyrigg Rose,1.72,1.0
Pinbet41,2025-07-15 19:45:00,Airdrieonians,Bonnyrigg Rose,1.0,1.0
Maxbet59,2025-07-15 19:45:00,Airdrieonians,Bonnyrigg Rose,1.75,1.0
