ID,vreme,domaci,gosti,II 0-1,II 2+
Oktagon63,2025-07-11 19:00:00,Kimberley,Villa Mitre,1.19,3.8
Soccer44,2025-07-11 19:00:00,Kimberley,Villa Mitre,1.28,3.3
Betole67,2025-07-11 19:00:00,Kimberley,Villa Mitre,1.21,3.65
Mozzart43,2025-07-11 19:00:00,Kimberley,Villa Mitre,1.41,2.7
