ID,vreme,domaci,gosti,GG3+,ne GG3+
Superbet58,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,2.5,1.47
Balkan30,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,3.2,1.0
Mystake618,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,1.0,1.0
Topbet29,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,1.0,1.0
Mozzart29,2025-06-26 18:30:00,Skala IF,B36 Torshavn II,2.25,1.0
