ID,vreme,domaci,gosti,1X,2
Superbet0,2025-07-13 18:45:00,Riostrense RJ,Vera Cruz RJ,1.21,3.65
Betole2,2025-07-13 18:45:00,Riostrense,EC Vera Cruz,1.47,2.41
Oktagon2,2025-07-13 18:45:00,Riostrense,EC Vera Cruz,1.47,2.45
Pinbet0,2025-07-13 18:45:00,Riostrense,EC Vera Cruz,1.47,2.52
