ID,vreme,domaci,gosti,D II 0-1,D II 2+
Soccer118,2025-06-28 07:45:00,Launceston,Kingborough Lions,1.63,2.08
Betole166,2025-06-28 07:45:00,Launceston City,Kingborough Lions,1.57,2.15
Oktagon166,2025-06-28 07:45:00,Launceston City,Kingborough Lions,1.58,2.18
Mozzart158,2025-06-28 07:45:00,Launceston City,Kingborough Lions,1.41,2.7
Superbet220,2025-06-28 07:45:00,Launceston City,Kingborough Lions United,1.0,1.0
Topbet129,2025-06-28 07:45:00,Launceston City FC,Kingborough Lions United FC,1.7,2.05
Balkan142,2025-06-28 07:45:00,Launceston City FC,Kingborough Lions United FC,1.0,1.0
