ID,vreme,domaci,gosti,GG3+,ne GG3+
Mozzart15,2025-06-26 17:30:00,Pitea,Kiruna FF,2.0,1.0
Topbet15,2025-06-26 17:30:00,Piteaa IF,Kiruna FF,2.5,1.0
Oktagon17,2025-06-26 17:30:00,Pitea,Kiruna,2.12,1.0
Mystake105,2025-06-26 17:30:00,Pitea IF,Kiruna FF,1.0,1.0
Betole17,2025-06-26 17:30:00,Pitea,Kiruna,2.12,1.43
Pinbet12,2025-06-26 17:30:00,Pitea,Kiruna,2.1,1.43
Superbet34,2025-06-26 17:30:00,Pitea IF,Kiruna FF,2.07,1.67
Volcano520,2025-06-26 17:30:00,Piteå IF,Kiruna FF,2.08,1.0
Soccer16,2025-06-26 17:30:00,Pitea,Kiruna,2.1,1.0
