ID,vreme,domaci,gosti,W1,W2
Betole6,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.03,1.65
Mozzart3,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.34,1.45
Oktagon4,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,1.0,1.0
Superbet3,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.5,1.41
Pinbet10,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.04,1.68
Soccer10,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.46,1.41
Merkur5,2025-07-17 18:00:00,Orlando Pirates,Las Palmas,2.05,1.65
Topbet9,2025-07-17 18:00:00,Orlando Pirates FC,UD Las Palmas,1.0,1.0
