ID,vreme,domaci,gosti,II 0-1,II 2+
Oktagon42,2025-07-21 19:30:00,Dock Sud,Flandria,1.25,3.45
Betole43,2025-07-21 19:30:00,Dock Sud,Flandria,1.25,3.45
Mozzart36,2025-07-21 19:30:00,Dock Sud,Flandria,1.41,2.7
Planetwin12,2025-07-21 19:30:00,Dock Sud,Flandria,1.26,3.47
Pinbet33,2025-07-21 19:30:00,Dock Sud,Flandria,1.0,1.0
Topbet32,2025-07-21 19:30:00,CS Dock Sud,CSD Flandria,1.32,3.1
Soccer32,2025-07-21 19:30:00,Dock Sud,Flandria,1.31,3.15
Merkur38,2025-07-21 19:30:00,Dock Sud,Flandria,1.25,3.45
Superbet41,2025-07-21 19:30:00,Dock Sud,Flandria,1.0,1.0
