ID,vreme,domaci,gosti,G II 0-1,G II 2+
Soccer70,2025-07-09 19:30:00,Flint,Buckley,1.45,2.45
Oktagon74,2025-07-09 19:30:00,Flint,Buckley,1.02,9.25
Volcano56,2025-07-09 19:30:00,Flint,Buckley T.,1.0,1.0
Betole72,2025-07-09 19:30:00,Flint,Buckley,1.02,9.25
