ID,vreme,domaci,gosti,D II 0-1,D II 2+
Topbet12,2025-07-21 17:00:00,FC Nomme United,Tallinna FC Flora U21,2.2,1.6
Oktagon12,2025-07-21 17:00:00,Nomme Utd,Tallinna FC Flora II,1.72,1.91
