ID,vreme,domaci,gosti,GG3+,ne GG3+
Mystake723,2025-07-05 16:00:00, Petrzalka, Mas Taborsko,1.0,1.0
Volcano436,2025-07-05 16:00:00,Petrzalka 1898,Taborsko,1.92,1.0
Pinbet9,2025-07-05 16:00:00,Petrzalka,Taborsko,2.18,1.47
Betole17,2025-07-05 16:00:00,Petrzalka,Taborsko,1.95,1.57
Oktagon7,2025-07-05 16:00:00,Petrzalka,Taborsko,1.94,1.0
Soccer12,2025-07-05 16:00:00,Petrzalka,Taborsko,1.85,1.0
Mozzart2,2025-07-05 16:00:00,Petrzalka,Mas Taborsko,1.57,2.0
Superbet1,2025-07-05 16:00:00,Petrzalka,Taborsko,2.07,1.67
