ID,vreme,domaci,gosti,1X,2
Soccer2,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,1.4,2.65
Pinbet1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,1.51,2.3
Oktagon1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,1.46,2.47
Balkan2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,1.44,2.5
Betole1,2025-07-13 22:30:00,Deportes Temuco,D. Concepcion,1.45,2.47
Mozzart1,2025-07-13 22:30:00,Deportes Temuco,Concepcion,1.35,2.9
Superbet2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,1.0,1.0
Planetwin0,2025-07-13 22:30:00,Dep.Temuco,D. Concepcion,1.32,3.08
Topbet2,2025-07-13 22:30:00,Deportes Temuco,Deportes Concepcion,1.48,2.5
