ID,vreme,domaci,gosti,D II 0-1,D II 2+
Soccer70,2025-07-09 19:30:00,Flint,Buckley,1.04,7.5
Oktagon74,2025-07-09 19:30:00,Flint,Buckley,1.46,2.47
Volcano56,2025-07-09 19:30:00,Flint,Buckley T.,1.0,1.0
Betole72,2025-07-09 19:30:00,Flint,Buckley,1.45,2.47
