ID,vreme,domaci,gosti,ug 0-3,ug 4+
Volcano470,2025-06-25 13:30:00,Chitipa United,Songwe Border United FC,1.0,1.0
Balkan24,2025-06-25 13:30:00,Chitipa United,Songwe Border United FC,1.38,2.6
Soccer21,2025-06-25 13:30:00,Chitipa United,Songwe Border,1.28,3.35
Betole20,2025-06-25 13:30:00,Chitipa United,Songwe Border,1.38,2.75
Topbet23,2025-06-25 13:30:00,Chitipa United,Songwe Border United FC,1.47,2.45
Oktagon20,2025-06-25 13:30:00,Chitipa United,Songwe Border,1.39,2.75
