ID,vreme,domaci,gosti,1,X2
Superbet165,2025-07-12 10:00:00,Curzon Ashton,Wigan Athletic,7.2,1.04
Volcano702,2025-07-12 10:00:00,Curzon Ashton,Wigan,1.24,3.35
Mystake927,2025-07-12 10:00:00,Curzon Ashton ,Wigan Athletic,7.2,1.08
