ID,vreme,domaci,gosti,D II 0-1,D II 2+
Oktagon22,2025-07-17 19:00:00,H. Beer Sheva,Levski Sofia,1.13,5.05
Soccer14,2025-07-17 19:00:00,H. Beer Sheva,Levski Sofia,1.17,4.75
Superbet19,2025-07-17 19:00:00,Hapoel Beer Sheva,Levski Sofia,1.0,1.0
Mozzart18,2025-07-17 19:00:00,Hapoel B.S.,Levski Sofia,1.11,5.5
Pinbet17,2025-07-17 19:00:00,H. Beer Sheva,Levski Sofia,1.0,1.0
Merkur26,2025-07-17 19:00:00,H. Beer Sheva,Levski,1.14,4.8
Topbet13,2025-07-17 19:00:00,Hapoel Be`er Sheva FC,PFC Levski Sofia,1.23,4.5
Betole23,2025-07-17 19:00:00,H. Beer Sheva,Levski Sofia,1.13,5.1
