ID,vreme,domaci,gosti,1X,2
Balkan56,2025-07-13 19:30:00,CA Central Cordoba Rosario,CA Claypole,1.34,2.75
Topbet49,2025-07-13 19:30:00,CA Central Cordoba Rosario,CA Claypole,1.23,3.5
Mozzart31,2025-07-13 19:30:00,Cordoba Rosario,Claypole,1.45,2.5
Betole62,2025-07-13 19:30:00,Central Cordoba Rosario,Claypole,1.33,2.88
Mystake538,2025-07-13 19:30:00,Central Cordoba R,Claypole,1.36,2.85
Oktagon52,2025-07-13 19:30:00,Central Cordoba Rosario,Claypole,1.35,2.88
Superbet62,2025-07-13 19:30:00,Central Cordoba de Rosario,CA Claypole,1.33,2.87
Pinbet46,2025-07-13 19:30:00,Central Cordoba Rosario,Claypole,1.34,2.98
Soccer45,2025-07-13 19:30:00,Central Cordoba,Claypole,1.24,3.25
