ID,vreme,domaci,gosti,1X,2
Mystake932,2025-07-12 10:00:00,Curzon Ashton ,Wigan Athletic,2.71,1.28
Superbet179,2025-07-12 10:00:00,Curzon Ashton,Wigan Athletic,3.15,1.28
Volcano697,2025-07-12 10:00:00,Curzon Ashton,Wigan,1.04,8.5
