ID,vreme,domaci,gosti,W1,W2
Superbet129,2025-07-13 21:00:00,Rio Verde,Centro Oeste,1.0,1.0
Balkan132,2025-07-13 21:00:00,Rio Verde,Centro Oeste GO,1.0,1.0
Betole136,2025-07-13 21:00:00,Rio Verde,Centro Oeste,1.57,2.2
Pinbet122,2025-07-13 21:00:00,Rio Verde,Centro Oeste,1.34,2.93
Mystake222,2025-07-13 21:00:00,Rio Verde GO,Centro Oeste GO,1.66,1.93
Oktagon136,2025-07-13 21:00:00,Rio Verde,Centro Oeste,1.0,1.0
