ID,vreme,domaci,gosti,ug 0-1,ug 2+
Volcano470,2025-06-25 13:30:00,Chitipa United,Songwe Border United FC,1.0,1.0
Balkan24,2025-06-25 13:30:00,Chitipa United,Songwe Border United FC,3.45,1.22
Soccer21,2025-06-25 13:30:00,Chitipa United,Songwe Border,3.15,1.31
Betole20,2025-06-25 13:30:00,Chitipa United,Songwe Border,4.15,1.18
Topbet23,2025-06-25 13:30:00,Chitipa United,Songwe Border United FC,4.4,1.18
Oktagon20,2025-06-25 13:30:00,Chitipa United,Songwe Border,4.15,1.18
