ID,vreme,domaci,gosti,D I 0-1,D I 2+
Soccer0,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,2.1,1.63
Betole1,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.0,1.0
Oktagon0,2025-07-13 14:00:00,Iran Wom.,Bhutan Wom.,1.58,2.15
Mystake62,2025-07-13 14:00:00,Iran W.,Bhutan W.,1.0,1.0
