ID,vreme,domaci,gosti,1&3+,ne1&3+
Topbet42,2025-07-11 19:00:00,Coleraine,Institute,1.42,1.0
Soccer46,2025-07-11 19:00:00,Coleraine,Institute,1.35,1.0
Oktagon48,2025-07-11 19:00:00,Coleraine,Institute,1.26,1.0
Volcano107,2025-07-11 19:00:00,Coleraine,Institute,1.0,1.0
Mozzart41,2025-07-11 19:00:00,Coleraine,Institute,1.55,2.15
Pinbet53,2025-07-11 19:00:00,Coleraine,Institute,1.0,1.0
Betole53,2025-07-11 19:00:00,Coleraine,Institute,1.26,3.25
