ID,vreme,domaci,gosti,GG3+,ne GG3+
Superbet10,2025-07-21 17:00:00,Olympic Charleroi,Olympique Marseille,2.32,1.54
Mozzart14,2025-07-21 17:00:00,Olympic Charleroi,Olympique Marseille,2.35,1.0
Topbet13,2025-07-21 17:00:00,Olympic Club De Charleroi,Olympique Marseille,3.4,1.0
